ms_zoning,street,alley,lot_shape,land_contour,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,screen_porch,misc_feature,mo_sold,yr_sold,sale_type,log_gr_liv_area,log_saleprice
RL,Pave,No Alley,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,1950,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,622.0,Unf,0.0,500.0,1122.0,GasA,TA,Y,SBrkr,1328,653,1.0,0.0,2,0,4,1,Gd,7,Min2,2,TA,Detchd,1981.0,Unf,2.0,576.0,TA,TA,Y,431,44,0,0,No Misc,12,2009,WD ,7.591861714889934,11.813037464800539
RL,Pave,No Alley,IR1,Lvl,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,184.0,TA,TA,CBlock,Gd,TA,No,BLQ,790.0,LwQ,469.0,133.0,1392.0,GasA,TA,Y,SBrkr,1392,1392,1.0,0.0,3,1,5,1,Gd,12,Typ,2,TA,Attchd,1978.0,RFn,2.0,564.0,TA,TA,Y,0,112,0,440,TenC,7,2006,WD ,7.932003152361385,12.429220196836383
RM,Pave,No Alley,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,7,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,176.0,Unf,0.0,370.0,546.0,GasA,Ex,Y,SBrkr,546,546,0.0,0.0,1,1,3,1,TA,5,Typ,0,No Fireplace,No Garage,0.0,No Garage,0.0,0.0,No Garage,No Garage,Y,200,26,0,0,No Misc,3,2010,WD ,6.996681488176539,11.23850177707664
RL,Pave,No Alley,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,522.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,216.0,216.0,GasA,TA,Y,SBrkr,1575,0,0.0,0.0,1,1,2,1,Gd,5,Typ,1,Gd,Attchd,1951.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,No Misc,6,2006,WD ,7.362645270417825,11.951186847493476
RL,Pave,No Alley,Reg,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,TA,TA,CBlock,TA,TA,No,ALQ,371.0,Unf,0.0,292.0,663.0,GasA,TA,Y,SBrkr,663,689,0.0,0.0,1,1,4,1,TA,7,Typ,0,No Fireplace,Attchd,1969.0,Fin,1.0,299.0,TA,TA,Y,379,36,0,0,No Misc,3,2010,WD ,7.210079628170788,11.970356641102999
FV,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,368.0,ALQ,42.0,190.0,600.0,GasA,Ex,Y,SBrkr,600,600,1.0,0.0,2,1,2,1,Gd,4,Typ,0,No Fireplace,Detchd,2004.0,RFn,2.0,480.0,TA,TA,Y,0,172,0,0,No Misc,2,2010,WD ,7.0909098220799835,11.915058360753719
RL,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1975,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,486.0,Unf,0.0,450.0,936.0,GasA,TA,Y,FuseA,936,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,No Fireplace,Attchd,1954.0,Unf,1.0,240.0,TA,TA,Y,0,0,160,0,No Misc,3,2006,WD ,6.842683282238422,11.703554089007538
RL,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,85.0,ALQ,955.0,0.0,1040.0,GasA,TA,Y,FuseF,1040,0,0.0,1.0,1,0,3,1,TA,6,Typ,0,No Fireplace,Attchd,1953.0,Fin,1.0,293.0,TA,TA,Y,0,0,0,0,No Misc,6,2007,WD ,6.947937068614969,11.820417517632333
RL,Pave,No Alley,IR2,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1996,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Rec,138.0,Unf,0.0,778.0,916.0,GasA,Gd,Y,SBrkr,916,720,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1996.0,Fin,2.0,386.0,TA,TA,Y,168,84,0,0,No Misc,11,2008,WD ,7.400620577371135,12.06105265381003
RL,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,Gd,TA,PConc,Gd,TA,No,GLQ,524.0,Unf,0.0,628.0,1152.0,GasA,Ex,Y,SBrkr,1164,1106,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1999.0,Fin,3.0,671.0,TA,TA,Y,132,57,0,0,No Misc,4,2010,WD ,7.7279755421055585,12.577639650232573
FV,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,64.0,Unf,0.0,1120.0,1184.0,GasA,Ex,Y,SBrkr,1184,1426,0.0,0.0,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,2007.0,Fin,2.0,550.0,TA,TA,Y,208,364,0,0,No Misc,8,2007,New,7.8674885686991285,12.623064399210183
RL,Pave,No Alley,IR1,Low,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,7,1977,2001,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1092.0,Unf,0.0,328.0,1420.0,GasA,Gd,Y,SBrkr,1483,0,1.0,0.0,1,1,1,1,TA,4,Typ,2,TA,Attchd,1977.0,RFn,2.0,690.0,TA,TA,Y,496,0,0,0,No Misc,4,2010,WD ,7.302496423727326,12.506180941677357
RM,Pave,No Alley,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,5,1920,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,Fa,Fa,BrkTil,TA,TA,No,Rec,360.0,Unf,0.0,576.0,936.0,GasA,Gd,N,FuseA,960,780,0.0,0.0,1,0,2,1,Ex,6,Typ,1,Gd,Detchd,1920.0,Unf,1.0,225.0,Fa,Fa,N,0,0,236,0,No Misc,6,2008,WD ,7.462214939768189,11.713831587262764
RL,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,172.0,LwQ,483.0,727.0,1382.0,GasA,Gd,Y,FuseA,1382,0,0.0,1.0,1,0,3,1,Gd,6,Typ,0,No Fireplace,Attchd,1955.0,Unf,1.0,350.0,TA,TA,Y,280,0,0,0,No Misc,7,2009,WD ,7.232010331664759,11.938199736300925
RL,Pave,No Alley,Reg,Lvl,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,1Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,206.0,Unf,0.0,914.0,1120.0,GasA,Ex,Y,SBrkr,1120,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,No Fireplace,No Garage,0.0,No Garage,0.0,0.0,No Garage,No Garage,Y,0,30,0,0,No Misc,12,2007,New,7.02197642307216,11.898194668458823
RL,Pave,No Alley,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,8,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,GLQ,246.0,Unf,0.0,285.0,531.0,GasA,TA,Y,SBrkr,567,531,1.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1930.0,Unf,1.0,216.0,TA,TA,Y,0,0,0,0,No Misc,6,2007,WD ,7.002155954403621,11.908346971208951
RM,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,117.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,976.0,976.0,GasA,Ex,Y,SBrkr,976,732,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,No Fireplace,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,No Misc,4,2006,WD ,7.443663683115591,11.775297421715827
RL,Pave,No Alley,IR1,HLS,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,Stone,510.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1802.0,1802.0,GasA,Ex,Y,SBrkr,1802,0,0.0,0.0,2,1,3,1,Ex,7,Typ,1,Gd,Attchd,2006.0,Fin,3.0,843.0,TA,TA,Y,158,105,0,0,No Misc,6,2007,WD ,7.497207223203318,12.826651821423713
RL,Pave,No Alley,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,16.0,Unf,0.0,1346.0,1362.0,GasA,Ex,Y,SBrkr,1506,0,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2.0,440.0,TA,TA,Y,142,20,0,0,No Misc,4,2006,WD ,7.317876198626496,12.271349956195543
RL,Pave,No Alley,IR2,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,96.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1346.0,Unf,0.0,162.0,1508.0,GasA,Ex,Y,SBrkr,1508,0,1.0,0.0,1,0,1,1,Gd,5,Typ,2,TA,Attchd,2009.0,RFn,2.0,572.0,TA,TA,Y,0,0,0,0,No Misc,1,2010,Con,7.319202458767849,12.637955706241554
RL,Pave,No Alley,IR2,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,668.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,700.0,Unf,0.0,1140.0,1840.0,GasA,Ex,Y,SBrkr,2032,0,1.0,0.0,3,0,3,1,Gd,7,Typ,0,No Fireplace,Attchd,1996.0,Fin,3.0,786.0,TA,TA,Y,0,46,192,0,No Misc,9,2008,WD ,7.617267813628347,12.611541086966115
RL,Pave,No Alley,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,655.0,Unf,0.0,0.0,655.0,GasA,Ex,Y,SBrkr,1194,0,0.0,1.0,1,0,3,1,TA,6,Typ,1,Fa,BuiltIn,1954.0,Fin,2.0,539.0,TA,TA,Y,0,0,192,0,No Misc,7,2006,WD ,7.085901464365611,11.979805470779858
RM,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,970.0,970.0,GasA,Ex,Y,SBrkr,970,739,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,No Fireplace,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,No Misc,4,2006,WD ,7.444248649496705,11.83138646878959
RL,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1616.0,1616.0,GasA,Ex,Y,SBrkr,1616,0,0.0,0.0,2,0,3,1,Gd,7,Typ,0,No Fireplace,Attchd,2005.0,RFn,3.0,834.0,TA,TA,Y,208,59,0,0,No Misc,4,2006,WD ,7.388327859577107,12.354496960983985
RM,Grvl,No Alley,IR1,Lvl,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,6,6,1930,1950,Gable,CompShg,Stucco,Wd Shng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,TA,Y,SBrkr,768,0,0.0,0.0,1,0,1,1,TA,4,Typ,0,No Fireplace,Detchd,1930.0,Unf,2.0,440.0,TA,TA,N,0,0,84,0,No Misc,7,2008,WD ,6.645090969505644,11.4494636972589
RL,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,Stone,65.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,872.0,872.0,GasA,Fa,N,FuseF,872,0,0.0,0.0,1,0,2,1,Fa,5,Mod,1,Gd,Detchd,1924.0,Unf,1.0,322.0,Fa,Fa,N,0,0,116,0,No Misc,4,2006,WD ,6.771935555839602,11.561725152903833
RM,Pave,No Alley,IR1,Lvl,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,520.0,520.0,GasA,Fa,N,SBrkr,520,0,0.0,0.0,1,0,1,1,Fa,4,Typ,0,No Fireplace,Detchd,1920.0,Unf,1.0,240.0,Fa,TA,Y,49,0,87,0,No Misc,5,2008,WD ,6.255750041753367,11.134603622683905
RL,Pave,No Alley,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,361.0,TA,TA,CBlock,TA,TA,No,Rec,443.0,Unf,0.0,662.0,1105.0,GasA,TA,Y,FuseA,1105,1169,0.0,0.0,2,0,5,2,TA,12,Typ,0,No Fireplace,Detchd,1960.0,Unf,2.0,480.0,TA,TA,Y,0,0,0,0,No Misc,1,2010,WD ,7.729735331385051,11.946660519211651
RM,Pave,No Alley,Reg,Lvl,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1925,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,BrkTil,TA,Po,No,Unf,0.0,Unf,0.0,936.0,936.0,GasA,Ex,Y,SBrkr,936,665,0.0,0.0,2,0,3,1,TA,6,Typ,0,No Fireplace,No Garage,0.0,No Garage,0.0,0.0,No Garage,No Garage,N,0,0,0,0,No Misc,9,2007,WD ,7.379008127628304,11.774142918254926
RM,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,168.0,Unf,0.0,448.0,616.0,GasA,Ex,Y,SBrkr,616,616,0.0,0.0,1,0,3,1,TA,6,Typ,0,No Fireplace,Detchd,1920.0,Unf,2.0,480.0,Fa,Fa,Y,280,0,143,0,No Misc,6,2007,WD ,7.117205503164344,11.643962499267984
RM,Pave,Grvl,IR1,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,876.0,876.0,GasA,Gd,Y,SBrkr,876,540,0.0,0.0,1,1,4,1,TA,7,Typ,1,Gd,Detchd,1949.0,Unf,3.0,720.0,TA,TA,Y,418,0,194,0,No Misc,6,2008,WD ,7.256297239690681,11.944064817531656
RL,Pave,No Alley,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1971,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,240.0,Unf,0.0,624.0,864.0,GasA,Gd,Y,SBrkr,864,0,0.0,0.0,1,0,3,1,TA,5,Typ,0,No Fireplace,Detchd,1986.0,Unf,2.0,576.0,TA,TA,Y,200,0,0,0,No Misc,7,2009,WD ,6.762729506931879,11.775297421715827
RM,Pave,No Alley,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1997,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,197.0,TA,TA,PConc,Ex,TA,No,GLQ,864.0,Unf,0.0,325.0,1189.0,GasA,Ex,Y,SBrkr,1189,0,1.0,0.0,2,0,2,1,TA,4,Typ,0,No Fireplace,Attchd,1997.0,RFn,2.0,392.0,TA,TA,Y,0,122,0,0,No Misc,4,2008,WD ,7.081708586105575,11.986055452062393
RL,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,572.0,Ex,TA,PConc,Ex,Gd,No,GLQ,415.0,Unf,0.0,1251.0,1666.0,GasA,Ex,Y,SBrkr,1666,0,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,575.0,TA,TA,Y,228,75,0,0,No Misc,6,2006,New,7.418780882750794,12.644621081771527
RL,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,833.0,Unf,0.0,343.0,1176.0,GasA,Ex,Y,SBrkr,1200,0,1.0,0.0,2,0,2,1,Gd,5,Typ,0,No Fireplace,Attchd,2003.0,RFn,2.0,555.0,TA,TA,Y,0,41,0,0,No Misc,8,2009,WD ,7.0909098220799835,12.127575825689417
RL,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,No,Rec,377.0,Unf,0.0,551.0,928.0,GasA,TA,Y,SBrkr,928,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,No Fireplace,Attchd,1956.0,Unf,1.0,252.0,TA,TA,Y,261,0,156,0,No Misc,6,2007,WD ,6.834108738813838,11.790564777297387
RL,Pave,No Alley,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,553.0,Rec,147.0,588.0,1288.0,GasA,TA,Y,SBrkr,1336,0,0.0,1.0,2,0,3,1,TA,6,Typ,1,Fa,Attchd,1969.0,RFn,2.0,502.0,TA,TA,Y,312,11,0,0,Shed,8,2009,WD ,7.198183577101943,12.001511614739405
FV,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,280.0,Unf,0.0,320.0,600.0,GasA,Ex,Y,SBrkr,600,600,0.0,0.0,2,1,2,1,Gd,4,Typ,0,No Fireplace,Detchd,2004.0,RFn,2.0,480.0,TA,TA,Y,0,172,0,0,No Misc,4,2010,ConLD,7.0909098220799835,11.951186847493476
RL,Pave,No Alley,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1969,1969,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,828.0,Unf,0.0,599.0,1427.0,GasA,Gd,Y,SBrkr,1427,0,0.0,1.0,2,0,4,1,TA,7,Typ,0,No Fireplace,Attchd,1969.0,RFn,2.0,516.0,TA,TA,Y,0,0,0,216,No Misc,5,2008,WD ,7.2640301428995295,12.117246896289503
RL,Pave,No Alley,IR3,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,254.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,762.0,Unf,0.0,98.0,860.0,GasA,Ex,Y,SBrkr,1212,780,1.0,0.0,2,1,3,1,Gd,7,Min2,2,TA,Attchd,1996.0,RFn,2.0,608.0,TA,TA,Y,225,32,0,0,No Misc,6,2007,WD ,7.597396320212795,12.259618151783465
RL,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,LwQ,36.0,GLQ,596.0,122.0,754.0,GasA,Ex,Y,SBrkr,754,786,1.0,0.0,2,1,3,1,Gd,6,Typ,0,No Fireplace,Attchd,1994.0,RFn,2.0,495.0,TA,TA,Y,140,32,0,0,No Misc,10,2009,WD ,7.340186835320115,12.122696471358964
RL,Pave,No Alley,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,0.0,No Basement,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1535,0,0.0,0.0,2,0,4,2,TA,8,Typ,0,No Fireplace,Attchd,1979.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,No Misc,6,2009,WD ,7.336936913707618,11.685693195625964
RL,Pave,No Alley,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,TA,TA,PConc,TA,TA,Av,GLQ,1014.0,Unf,0.0,138.0,1152.0,GasA,TA,Y,SBrkr,1152,0,1.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1964.0,RFn,2.0,484.0,TA,TA,Y,227,0,0,0,No Misc,4,2010,WD ,7.050122520269059,12.103491596905931
FV,Pave,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,30.0,Gd,TA,PConc,Gd,TA,No,GLQ,60.0,Unf,0.0,1081.0,1141.0,GasA,Ex,Y,SBrkr,1151,0,1.0,0.0,2,0,2,1,Gd,5,Typ,0,No Fireplace,Attchd,2006.0,Fin,2.0,484.0,TA,TA,Y,0,60,0,0,No Misc,2,2007,New,7.049254841255837,12.019749091416921
RL,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,54.0,TA,TA,CBlock,TA,TA,Av,BLQ,588.0,Unf,0.0,550.0,1138.0,GasA,Ex,Y,SBrkr,1138,0,0.0,1.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1960.0,RFn,2.0,480.0,TA,TA,Y,0,0,0,140,No Misc,3,2009,COD,7.037905963447182,11.904974309480183
RL,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,438.0,LwQ,206.0,250.0,894.0,GasA,Gd,Y,SBrkr,1074,0,0.0,0.0,1,0,2,1,Gd,6,Min1,1,Gd,Detchd,1966.0,Unf,2.0,396.0,TA,TA,Y,0,72,0,0,No Misc,1,2007,WD ,6.980075940561763,11.728044909070785
RL,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,246.0,Ex,TA,PConc,Ex,TA,No,GLQ,1153.0,Unf,0.0,408.0,1561.0,GasA,Ex,Y,SBrkr,1561,0,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005.0,Fin,2.0,556.0,TA,TA,Y,203,47,0,0,No Misc,8,2007,WD ,7.3537223303996315,12.533579815765737
RL,Pave,No Alley,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Hip,CompShg,VinylSd,VinylSd,BrkFace,397.0,Gd,TA,PConc,Gd,TA,No,ALQ,527.0,Unf,0.0,815.0,1342.0,GasA,Ex,Y,SBrkr,1358,1368,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,1995.0,RFn,3.0,725.0,TA,TA,Y,307,169,168,0,No Misc,6,2006,WD ,7.910957382845589,12.765691290604371
RL,Pave,No Alley,IR1,HLS,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,296.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1337.0,Unf,0.0,547.0,1884.0,GasA,Ex,Y,SBrkr,1884,0,1.0,0.0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2004.0,Fin,3.0,670.0,TA,TA,Y,214,76,0,0,No Misc,9,2008,WD ,7.541683099882111,12.866182555987908
RL,Pave,No Alley,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1920,2002,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,ALQ,348.0,Unf,0.0,180.0,528.0,GasA,Ex,Y,SBrkr,605,0,1.0,0.0,1,0,2,1,TA,5,Typ,0,No Fireplace,No Garage,0.0,No Garage,0.0,0.0,No Garage,No Garage,N,0,0,144,0,No Misc,7,2007,WD ,6.406879986069314,11.362114203075018
RL,Pave,No Alley,Reg,Lvl,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,9,1976,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Ex,Ex,CBlock,Gd,Ex,Mn,GLQ,1044.0,Rec,382.0,0.0,1426.0,GasA,Ex,Y,SBrkr,1671,0,1.0,0.0,3,0,3,1,Ex,6,Typ,1,Gd,Attchd,1976.0,RFn,2.0,550.0,TA,TA,Y,280,90,0,0,No Misc,5,2008,WD ,7.421775793644647,12.577639650232573
